Botanical Name,family,Alberta,British Columbia,Manitoba,New Brunswick,Nova Scotia,Ontario,Quebec,Saskatchewan
castilleja parviflora var. olympica,Orobanchaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
castilleja parviflora var. parviflora,Orobanchaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
castilleja purpurascens,Orobanchaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
castilleja raupii,Orobanchaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
castilleja rhexiifolia,Orobanchaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
castilleja rupicola,Orobanchaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
castilleja septentrionalis,Orobanchaceae,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
castilleja sessiliflora,Orobanchaceae,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
castilleja tenuis,Orobanchaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
castilleja thompsonii,Orobanchaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
castilleja unalaschcensis,Orobanchaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
castilleja victoriae,Orobanchaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
catabrosa spp.,Poaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
catabrosa aquatica,Poaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
catalpa spp.,Bignoniaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
catalpa ovata,Bignoniaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
caulophyllum spp.,Berberidaceae,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0
caulophyllum giganteum,Berberidaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
caulophyllum thalictroides,Berberidaceae,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0
ceanothus spp.,Rhamnaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
ceanothus americanus,Rhamnaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
ceanothus herbaceus,Rhamnaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
ceanothus sanguineus,Rhamnaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ceanothus velutinus,Rhamnaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ceanothus velutinus var. laevigatus,Rhamnaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
ceanothus velutinus var. velutinus,Rhamnaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
celastrus spp.,Celastraceae,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0
celastrus orbiculatus,Celastraceae,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0
celastrus scandens,Celastraceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
celtis spp.,Cannabaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
celtis occidentalis,Cannabaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
celtis tenuifolia,Cannabaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
cenchrus spp.,Poaceae,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
cenchrus longispinus,Poaceae,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
centaurea spp.,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
centaurea benedicta,Asteraceae,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
centaurea benedicta var. benedicta,Asteraceae,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
centaurea calcitrapa,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
centaurea calcitrapa subsp. calcitrapa,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
centaurea cyanus,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
centaurea diffusa,Asteraceae,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
centaurea jacea,Asteraceae,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
centaurea jacea subsp. jacea,Asteraceae,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
centaurea macrocephala,Asteraceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
centaurea melitensis,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
centaurea montana,Asteraceae,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
centaurea nigra,Asteraceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
centaurea nigra subsp. nigra,Asteraceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
centaurea nigrescens,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
centaurea nigrescens subsp. nigrescens,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
centaurea psammogena,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
centaurea scabiosa,Asteraceae,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
centaurea scabiosa subsp. scabiosa,Asteraceae,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
centaurea solstitialis,Asteraceae,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
centaurea solstitialis subsp. solstitialis,Asteraceae,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
centaurea stoebe,Asteraceae,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
centaurea stoebe subsp. australis,Asteraceae,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
centaurea x gerstlaueri,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
centaurium spp.,Gentianaceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
centaurium erythraea,Gentianaceae,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
centaurium erythraea subsp. erythraea,Gentianaceae,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
centaurium pulchellum,Gentianaceae,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
centaurium pulchellum subsp. pulchellum,Gentianaceae,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
cephalanthera spp.,Orchidaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cephalanthera austiniae,Orchidaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cephalanthus spp.,Rubiaceae,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
cephalanthus occidentalis,Rubiaceae,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
cephalaria spp.,Caprifoliaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
cephalaria gigantea,Caprifoliaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
cerastium spp.,Caryophyllaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cerastium alpinum,Caryophyllaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
cerastium alpinum var. alpinum,Caryophyllaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
cerastium alpinum var. lanatum,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
cerastium alpinum var. strigosum,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
cerastium arcticum,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
cerastium arvense,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
cerastium arvense subsp. arvense,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
cerastium beeringianum,Caryophyllaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
cerastium beeringianum subsp. beeringianum,Caryophyllaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
cerastium brachypodum,Caryophyllaceae,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
cerastium elongatum,Caryophyllaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cerastium fischerianum,Caryophyllaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cerastium fischerianum subsp. fischerianum,Caryophyllaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cerastium glomeratum,Caryophyllaceae,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
cerastium glomeratum subsp. glomeratum,Caryophyllaceae,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
cerastium holosteoides,Caryophyllaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cerastium nutans,Caryophyllaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
cerastium nutans var. nutans,Caryophyllaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
cerastium pumilum,Caryophyllaceae,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0
cerastium pumilum subsp. pumilum,Caryophyllaceae,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0
cerastium regelii,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
cerastium semidecandrum,Caryophyllaceae,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
cerastium tomentosum,Caryophyllaceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
cerastium tomentosum var. tomentosum,Caryophyllaceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
cerastium velutinum,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
cerastium velutinum var. velutinum,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
ceratophyllum spp.,Ceratophyllaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceratophyllum demersum,Ceratophyllaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceratophyllum demersum var. demersum,Ceratophyllaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ceratophyllum echinatum,Ceratophyllaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
cercis spp.,Fabaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
cercis canadensis subsp. canadensis,Fabaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
cerinthe spp.,Boraginaceae,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
cerinthe major,Boraginaceae,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
cerinthe major subsp. major,Boraginaceae,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
chaenactis spp.,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chaenactis douglasii,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chaenactis douglasii var. douglasii,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chaenorhinum spp.,Plantaginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chaenorhinum minus,Plantaginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chaenorhinum minus subsp. minus,Plantaginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chaerophyllum spp.,Apiaceae,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0
chaerophyllum procumbens,Apiaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
chaerophyllum procumbens var. procumbens,Apiaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
chaerophyllum procumbens var. shortii,Apiaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
chaerophyllum temulum,Apiaceae,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
chamaebuxus spp.,Polygalaceae,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
chamaecrista spp.,Fabaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
chamaecrista fasciculata,Fabaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
chamaedaphne spp.,Ericaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chamaedaphne calyculata,Ericaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chamaelirium spp.,Melanthiaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
chamaelirium luteum,Melanthiaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
chamaerhodos spp.,Rosaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
chamaerhodos erecta,Rosaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
chasmanthium spp.,Poaceae,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
chasmanthium latifolium,Poaceae,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
chelidonium spp.,Papaveraceae,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0
chelidonium diphyllum,Papaveraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
chelidonium majus,Papaveraceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
chelidonium majus subsp. majus,Papaveraceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
chelone spp.,Plantaginaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
chelone glabra,Plantaginaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
chenopodiastrum spp.,Amaranthaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chenopodiastrum murale,Amaranthaceae,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
chenopodiastrum simplex,Amaranthaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chenopodium spp.,Amaranthaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chenopodium album,Amaranthaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chenopodium album var. album,Amaranthaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chenopodium atrovirens,Amaranthaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
chenopodium berlandieri,Amaranthaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chenopodium berlandieri var. bushianum,Amaranthaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
chenopodium berlandieri var. macrocalycium,Amaranthaceae,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0
chenopodium berlandieri var. zschackei,Amaranthaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
chenopodium betaceum,Amaranthaceae,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
chenopodium desiccatum,Amaranthaceae,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0
chenopodium ficifolium,Amaranthaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
chenopodium foggii,Amaranthaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
chenopodium fremontii,Amaranthaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
chenopodium fremontii var. fremontii,Amaranthaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
chenopodium hians,Amaranthaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
chenopodium incanum,Amaranthaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
chenopodium incanum var. incanum,Amaranthaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
chenopodium incognitum,Amaranthaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chenopodium leptophyllum,Amaranthaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
chenopodium opulifolium,Amaranthaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
chenopodium pratericola,Amaranthaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
chenopodium standleyanum,Amaranthaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
chenopodium subglabrum,Amaranthaceae,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
chenopodium watsonii,Amaranthaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
cherleria spp.,Caryophyllaceae,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
cherleria biflora,Caryophyllaceae,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
cherleria marcescens,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
cherleria obtusiloba,Caryophyllaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cherleria yukonensis,Caryophyllaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chimaphila spp.,Ericaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chimaphila maculata,Ericaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
chimaphila menziesii,Ericaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chimaphila umbellata,Ericaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chimaphila umbellata subsp. umbellata,Ericaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chondrilla spp.,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
chondrilla juncea,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
chondrilla juncea var. juncea,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
chorispora spp.,Brassicaceae,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
chorispora tenella,Brassicaceae,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
chrysanthemum spp.,Asteraceae,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
chrysanthemum arcticum,Asteraceae,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
chrysanthemum arcticum subsp. arcticum,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chrysanthemum arcticum subsp. polare,Asteraceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
chrysanthemum integrifolium,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
chrysosplenium spp.,Saxifragaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chrysosplenium americanum,Saxifragaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
chrysosplenium iowense,Saxifragaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
chrysosplenium tetrandrum,Saxifragaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
chrysosplenium wrightii,Saxifragaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chrysosplenium wrightii subsp. wrightii,Saxifragaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chrysothamnus spp.,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chrysothamnus viscidiflorus,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
chrysothamnus viscidiflorus subsp. lanceolatus,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cicer spp.,Fabaceae,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
cicer arietinum,Fabaceae,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
cicer arietinum subsp. arietinum,Fabaceae,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
cichorium spp.,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cichorium intybus,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cichorium intybus subsp. intybus,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cicuta spp.,Apiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cicuta bulbifera,Apiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cicuta douglasii,Apiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cicuta maculata,Apiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cicuta maculata var. angustifolia,Apiaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
cicuta maculata var. maculata,Apiaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cicuta maculata var. victorinii,Apiaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
cicuta virosa,Apiaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
cinna spp.,Poaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cinna arundinacea,Poaceae,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
cinna latifolia,Poaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circaea spp.,Onagraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circaea alpina,Onagraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circaea alpina subsp. alpina,Onagraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
circaea alpina subsp. pacifica,Onagraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
circaea canadensis,Onagraceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
circaea canadensis subsp. canadensis,Onagraceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
circaea x sterilis,Onagraceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
cirsium spp.,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cirsium arvense,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cirsium arvense var. arvense,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cirsium brevistylum,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cirsium discolor,Asteraceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
cirsium drummondii,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
cirsium edule,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cirsium edule var. macounii,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cirsium flodmanii,Asteraceae,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
cirsium foliosum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cirsium hookerianum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cirsium muticum,Asteraceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
cirsium palustre,Asteraceae,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
cirsium pitcheri,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
cirsium pumilum,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
cirsium pumilum var. hillii,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
cirsium scariosum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
cirsium scariosum var. scariosum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
cirsium undulatum,Asteraceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
cirsium vulgare,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cirsium vulgare subsp. vulgare,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cirsium x vancouverense,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
cladanthus spp.,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
cladanthus mixtus,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
cladium spp.,Cyperaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
cladium mariscoides,Cyperaceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
cladrastis spp.,Fabaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
cladrastis kentukea,Fabaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
clarkia spp.,Onagraceae,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0
clarkia amoena,Onagraceae,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0
clarkia amoena subsp. amoena,Onagraceae,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
clarkia amoena subsp. caurina,Onagraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
clarkia pulchella,Onagraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
clarkia purpurea,Onagraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
clarkia purpurea subsp. quadrivulnera,Onagraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
clarkia rhomboidea,Onagraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia spp.,Montiaceae,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
claytonia caroliniana,Montiaceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
claytonia cordifolia,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia exigua,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia exigua subsp. exigua,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia exigua subsp. glauca,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia lanceolata,Montiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
claytonia megarhiza,Montiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia multiscapa,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia multiscapa subsp. pacifica,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia parviflora,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia parviflora subsp. parviflora,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia perfoliata,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia perfoliata subsp. intermontana,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia perfoliata subsp. perfoliata,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia rubra,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia rubra subsp. depressa,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia rubra subsp. rubra,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia sarmentosa,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia sibirica,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia tuberosa,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
claytonia virginica,Montiaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
claytonia washingtoniana,Montiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
