Botanical Name,family,Alberta,British Columbia,Manitoba,New Brunswick,Nova Scotia,Ontario,Quebec,Saskatchewan
spiranthes ovalis var. erostellata,Orchidaceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
spiranthes romanzoffiana,Orchidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spiranthes vernalis,Orchidaceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
spiranthes x intermedia,Orchidaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
spiranthes x simpsonii,Orchidaceae,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0
spirodela spp.,Araceae,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
spirodela polyrhiza,Araceae,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
sporobolus spp.,Poaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sporobolus airoides,Poaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
sporobolus alterniflorus,Poaceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
sporobolus anglicus,Poaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
sporobolus compositus,Poaceae,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
sporobolus cryptandrus,Poaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
sporobolus heterolepis,Poaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
sporobolus hookerianus,Poaceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
sporobolus michauxianus,Poaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
sporobolus neglectus,Poaceae,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
sporobolus pumilus,Poaceae,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
sporobolus rigidus,Poaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
sporobolus rigidus var. rigidus,Poaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
sporobolus schoenoides,Poaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
sporobolus vaginiflorus,Poaceae,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
sporobolus x eatonianus,Poaceae,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0
sporobolus x townsendii,Poaceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
stachys spp.,Lamiaceae,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
stachys ajugoides,Lamiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
stachys annua,Lamiaceae,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
stachys annua subsp. annua,Lamiaceae,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
stachys arvensis,Lamiaceae,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
stachys byzantina,Lamiaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
stachys chamissonis,Lamiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
stachys chamissonis var. cooleyae,Lamiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
stachys germanica,Lamiaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
stachys germanica subsp. germanica,Lamiaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
stachys hispida,Lamiaceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
stachys mexicana,Lamiaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
stachys palustris,Lamiaceae,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
stachys pilosa,Lamiaceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
stachys pilosa var. arenicola,Lamiaceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
stachys pilosa var. pilosa,Lamiaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
stachys sylvatica,Lamiaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
stachys tenuifolia,Lamiaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
stellaria spp.,Caryophyllaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stellaria apetala,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
stellaria aquatica,Caryophyllaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
stellaria borealis,Caryophyllaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stellaria calycantha,Caryophyllaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
stellaria crassifolia,Caryophyllaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stellaria crispa,Caryophyllaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
stellaria graminea,Caryophyllaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
stellaria graminea var. graminea,Caryophyllaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
stellaria humifusa,Caryophyllaceae,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
stellaria irrigua,Caryophyllaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
stellaria longifolia,Caryophyllaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stellaria longipes,Caryophyllaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
stellaria longipes subsp. arenicola,Caryophyllaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
stellaria longipes subsp. longipes,Caryophyllaceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
stellaria media,Caryophyllaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stellaria media subsp. media,Caryophyllaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stellaria nitens,Caryophyllaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
stellaria palustris,Caryophyllaceae,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
stellaria sitchana,Caryophyllaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
stellaria undulata,Caryophyllaceae,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0
stenotus spp.,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
stenotus armerioides,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
stenotus armerioides var. armerioides,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
stephanomeria spp.,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
stephanomeria runcinata,Asteraceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
stephanomeria tenuifolia,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
streptopus spp.,Liliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
streptopus amplexifolius,Liliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
streptopus lanceolatus,Liliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
streptopus streptopoides,Liliaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
streptopus streptopoides var. streptopoides,Liliaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
streptopus x oreopolus,Liliaceae,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
stuckenia spp.,Potamogetonaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stuckenia filiformis,Potamogetonaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stuckenia pectinata,Potamogetonaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stuckenia vaginata,Potamogetonaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
stutzia spp.,Amaranthaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
stutzia dioica,Amaranthaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
suaeda spp.,Amaranthaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suaeda calceoliformis,Amaranthaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suaeda maritima,Amaranthaceae,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0
suaeda nigra,Amaranthaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
suaeda rolandii,Amaranthaceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
subularia spp.,Brassicaceae,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
subularia aquatica,Brassicaceae,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
subularia aquatica subsp. americana,Brassicaceae,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
succisa spp.,Caprifoliaceae,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
succisa pratensis,Caprifoliaceae,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
succisella spp.,Caprifoliaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
succisella inflexa,Caprifoliaceae,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
suckleya spp.,Amaranthaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
suckleya suckleyana,Amaranthaceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
suksdorfia spp.,Saxifragaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
suksdorfia violacea,Saxifragaceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
swertia spp.,Gentianaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
swertia perennis,Gentianaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
swertia perennis var. perennis,Gentianaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphoricarpos spp.,Caprifoliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symphoricarpos albus,Caprifoliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symphoricarpos albus var. albus,Caprifoliaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symphoricarpos albus var. laevigatus,Caprifoliaceae,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0
symphoricarpos hesperius,Caprifoliaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphoricarpos occidentalis,Caprifoliaceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
symphoricarpos orbiculatus,Caprifoliaceae,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
symphoricarpos rotundifolius,Caprifoliaceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum spp.,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symphyotrichum anticostense,Asteraceae,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
symphyotrichum ascendens,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
symphyotrichum boreale,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symphyotrichum bracteolatum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
symphyotrichum campestre,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum chilense,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum ciliatum,Asteraceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
symphyotrichum ciliolatum,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symphyotrichum cordifolium,Asteraceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
symphyotrichum dumosum,Asteraceae,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0
symphyotrichum dumosum var. strictior,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
symphyotrichum ericoides,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
symphyotrichum ericoides var. ericoides,Asteraceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
symphyotrichum ericoides var. pansum,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
symphyotrichum falcatum,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
symphyotrichum falcatum var. commutatum,Asteraceae,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
symphyotrichum falcatum var. falcatum,Asteraceae,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
symphyotrichum firmum,Asteraceae,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
symphyotrichum foliaceum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum foliaceum var. apricum,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum foliaceum var. cusickii,Asteraceae,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum foliaceum var. foliaceum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum foliaceum var. parryi,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum frondosum,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum laeve,Asteraceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
symphyotrichum laeve var. geyeri,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
symphyotrichum laeve var. laeve,Asteraceae,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0
symphyotrichum lanceolatum,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symphyotrichum lanceolatum subsp. lanceolatum,Asteraceae,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
symphyotrichum lanceolatum var. hesperium,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
symphyotrichum lanceolatum var. hirsuticaule,Asteraceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
symphyotrichum lanceolatum var. interior,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
symphyotrichum lanceolatum var. latifolium,Asteraceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
symphyotrichum lateriflorum,Asteraceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
symphyotrichum laurentianum,Asteraceae,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
symphyotrichum novae-angliae,Asteraceae,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
symphyotrichum novi-belgii,Asteraceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
symphyotrichum novi-belgii var. crenifolium,Asteraceae,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
symphyotrichum novi-belgii var. elodes,Asteraceae,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0
symphyotrichum novi-belgii var. novi-belgii,Asteraceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
symphyotrichum novi-belgii var. villicaule,Asteraceae,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
symphyotrichum ontarionis,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
symphyotrichum ontarionis var. glabratum,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
symphyotrichum ontarionis var. ontarionis,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
symphyotrichum oolentangiense,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
symphyotrichum pilosum,Asteraceae,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
symphyotrichum pilosum var. pilosum,Asteraceae,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
symphyotrichum pilosum var. pringlei,Asteraceae,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0
symphyotrichum praealtum,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
symphyotrichum prenanthoides,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
symphyotrichum puniceum,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symphyotrichum puniceum var. puniceum,Asteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symphyotrichum racemosum,Asteraceae,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0
symphyotrichum robynsianum,Asteraceae,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0
symphyotrichum sericeum,Asteraceae,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
symphyotrichum shortii,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
symphyotrichum spathulatum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum spathulatum var. intermedium,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum spathulatum var. spathulatum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum subspicatum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
symphyotrichum subulatum,Asteraceae,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0
symphyotrichum tradescanti,Asteraceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
symphyotrichum undulatum,Asteraceae,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0
symphyotrichum urophyllum,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
symphyotrichum x longulum,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
symphyotrichum x parisinum,Asteraceae,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
symphyotrichum x subgeminatum,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
symphyotrichum x tardiflorum,Asteraceae,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0
symphytum spp.,Boraginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
symphytum asperum,Boraginaceae,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
symphytum officinale,Boraginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
symphytum officinale subsp. officinale,Boraginaceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
symphytum x uplandicum,Boraginaceae,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
symplocarpus spp.,Araceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
symplocarpus foetidus,Araceae,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
syringa spp.,Oleaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
syringa vulgaris,Oleaceae,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
taenidia spp.,Apiaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
taenidia integerrima,Apiaceae,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
tanacetum spp.,Asteraceae,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tanacetum balsamita,Asteraceae,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
tanacetum balsamita var. balsamita,Asteraceae,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
tanacetum bipinnatum,Asteraceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
tanacetum bipinnatum subsp. bipinnatum,Asteraceae,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
tanacetum parthenium,Asteraceae,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
tanacetum vulgare,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tanacetum vulgare subsp. vulgare,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
taraxacum spp.,Asteraceae,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
taraxacum aberrans,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum acutidens,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum acutifidum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum acutifrons,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum adamii,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum adamii f. adamii,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum aequilobum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum argilliticola,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum arrhenii,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum atactum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum aurosulum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum biformatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum boekmanii,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum boreum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum brachyglossum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum bracteatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum breviflorum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum caespitans,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum canaliculatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum canaliculatum f. canaliculatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum capnocarpum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum celticum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum ceratophorum,Asteraceae,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
taraxacum cordilleranum,Asteraceae,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum croceum,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
taraxacum cuspidatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum densilobum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum dilatatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum disseminatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum dissimile,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum drucei,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum duplidentifrons,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum edmondsonianum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum ekmanii,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum erythrospermum,Asteraceae,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
taraxacum exacutum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum expallidiforme,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum expandens,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum extensum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum fagerstroemii,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum fasciatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum fusciflorum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum haematicum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum hamatiforme,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum hamatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum hamiferum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum hesperium,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum holmgrenii,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum homoschistum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum huelphersianum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum idiomorphum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum inane,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum ingens,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum insigne,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum interveniens,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum intumescens,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum kernianum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum lacistophyllum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum lagerkrantzii,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum lancidens,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum latilobum,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
taraxacum latisectum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum laurentianum,Asteraceae,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
taraxacum lautellum,Asteraceae,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum leucopodum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum lunare,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum maculatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum marklundii,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum melanthoides,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum mimulum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum multicolorans,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum naevosiforme,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum nitidum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum nylandicum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
taraxacum oblongatum,Asteraceae,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
